subscription_id,user_id,subscription_start_date,plan_tier,monthly_revenue,billing_cycle,is_active
S003426,U008866,2024-05-16,Family,19.99,Annual,True
S003427,U008868,2024-03-26,Pro,14.99,Monthly,False
S003428,U008872,2024-08-25,Pro,14.99,Monthly,True
S003429,U008873,2025-09-24,Pro,12.99,Monthly,False
S003430,U008876,2024-09-23,Pro,19.99,Monthly,True
S003431,U008882,2025-09-30,Family,29.99,Monthly,True
S003432,U008883,2024-11-10,Pro,14.99,Annual,True
S003433,U008886,2025-02-02,Pro,14.99,Monthly,False
S003434,U008887,2025-05-18,Pro,14.99,Monthly,True
S003435,U008888,2025-12-18,Pro,14.99,Monthly,True
S003436,U008890,2025-03-19,Family,24.99,Annual,True
S003437,U008893,2024-11-18,Pro,14.99,Annual,False
S003438,U008895,2025-04-24,Pro,19.99,Monthly,False
S003439,U008897,2024-06-14,Pro,14.99,Annual,True
S003440,U008904,2024-02-11,Pro,14.99,Annual,True
S003441,U008905,2024-04-23,Pro,19.99,Monthly,False
S003442,U008908,2025-06-14,Pro,14.99,Monthly,False
S003443,U008920,2024-05-10,Family,19.99,Monthly,True
S003444,U008922,2025-12-14,Pro,14.99,Monthly,False
S003445,U008925,2025-05-03,Family,24.99,Monthly,False
S003446,U008926,2024-08-03,Pro,19.99,Monthly,True
S003447,U008928,2025-11-24,Family,29.99,Annual,False
S003448,U008929,2025-06-19,Family,29.99,Annual,False
S003449,U008930,2025-06-07,Pro,14.99,Monthly,False
S003450,U008943,2024-12-10,Family,24.99,Monthly,True
S003451,U008944,2025-02-14,Family,24.99,Annual,False
S003452,U008945,2025-04-28,Pro,19.99,Annual,True
S003453,U008946,2025-05-22,Pro,12.99,Monthly,False
S003454,U008947,2024-03-05,Pro,12.99,Monthly,False
S003455,U008948,2024-02-23,Family,24.99,Monthly,False
S003456,U008961,2024-05-09,Pro,14.99,Monthly,True
S003457,U008962,2025-08-24,Family,19.99,Annual,True
S003458,U008967,2025-12-17,Pro,14.99,Monthly,False
S003459,U008968,2025-07-19,Pro,19.99,Monthly,False
S003460,U008974,2025-06-30,Family,19.99,Monthly,False
S003461,U008977,2024-10-09,Pro,19.99,Monthly,False
S003462,U008981,2025-10-27,Pro,19.99,Annual,True
S003463,U008985,2024-12-22,Pro,12.99,Monthly,False
S003464,U008986,2024-03-20,Pro,14.99,Monthly,False
S003465,U008987,2024-03-08,Pro,12.99,Monthly,False
S003466,U008989,2024-02-25,Pro,14.99,Monthly,True
S003467,U008995,2025-10-27,Pro,14.99,Monthly,False
S003468,U008996,2025-01-10,Pro,19.99,Annual,True
S003469,U008997,2025-02-24,Family,29.99,Monthly,True
S003470,U008998,2024-05-07,Family,29.99,Monthly,True
S003471,U009001,2025-01-27,Pro,19.99,Monthly,True
S003472,U009002,2025-04-05,Family,24.99,Monthly,False
S003473,U009004,2024-03-29,Family,24.99,Monthly,True
S003474,U009005,2025-11-14,Pro,12.99,Annual,True
S003475,U009016,2024-05-30,Pro,12.99,Monthly,False
S003476,U009025,2025-03-22,Pro,19.99,Annual,False
S003477,U009026,2025-08-15,Pro,12.99,Monthly,False
S003478,U009032,2025-05-17,Family,29.99,Monthly,False
S003479,U009038,2025-02-28,Pro,12.99,Annual,False
S003480,U009040,2025-09-13,Family,24.99,Monthly,False
S003481,U009047,2025-01-04,Pro,19.99,Monthly,True
S003482,U009054,2024-12-02,Family,24.99,Monthly,True
S003483,U009058,2025-06-10,Pro,19.99,Annual,True
S003484,U009065,2024-03-23,Pro,12.99,Annual,False
S003485,U009066,2024-11-21,Family,29.99,Monthly,True
S003486,U009067,2025-08-20,Pro,14.99,Monthly,True
S003487,U009069,2024-09-29,Pro,19.99,Monthly,False
S003488,U009070,2025-10-27,Family,19.99,Monthly,False
S003489,U009071,2024-05-08,Pro,14.99,Annual,True
S003490,U009074,2025-09-27,Family,24.99,Monthly,False
S003491,U009077,2024-04-07,Pro,19.99,Monthly,False
S003492,U009078,2025-08-18,Family,24.99,Annual,False
S003493,U009079,2025-07-26,Family,29.99,Monthly,False
S003494,U009086,2024-11-21,Pro,14.99,Annual,False
S003495,U009089,2025-04-14,Pro,12.99,Monthly,True
S003496,U009091,2025-08-04,Family,29.99,Annual,False
S003497,U009092,2024-12-03,Pro,12.99,Monthly,False
S003498,U009093,2024-08-18,Pro,12.99,Monthly,True
S003499,U009096,2024-10-19,Pro,14.99,Monthly,False
S003500,U009099,2025-05-10,Pro,19.99,Monthly,False
S003501,U009107,2024-08-15,Pro,19.99,Monthly,True
S003502,U009108,2025-09-03,Pro,19.99,Monthly,False
S003503,U009111,2025-12-06,Pro,19.99,Monthly,True
S003504,U009116,2025-10-12,Pro,19.99,Annual,True
S003505,U009120,2024-03-16,Family,29.99,Monthly,False
S003506,U009122,2024-08-29,Family,29.99,Monthly,True
S003507,U009125,2024-07-11,Family,19.99,Annual,True
S003508,U009129,2024-12-06,Pro,14.99,Monthly,False
S003509,U009131,2025-03-29,Family,24.99,Monthly,True
S003510,U009137,2024-10-18,Pro,12.99,Monthly,True
S003511,U009138,2024-11-03,Family,24.99,Monthly,True
S003512,U009143,2025-10-12,Pro,12.99,Monthly,False
S003513,U009144,2024-09-23,Family,24.99,Annual,False
S003514,U009145,2025-03-23,Family,29.99,Monthly,False
S003515,U009146,2024-09-09,Pro,14.99,Annual,True
S003516,U009147,2024-05-09,Pro,14.99,Monthly,True
S003517,U009148,2024-06-23,Pro,19.99,Annual,True
S003518,U009150,2024-02-11,Pro,12.99,Monthly,False
S003519,U009154,2025-06-09,Family,29.99,Annual,False
S003520,U009167,2025-11-22,Pro,19.99,Monthly,False
S003521,U009169,2024-07-07,Pro,14.99,Annual,True
S003522,U009170,2025-11-23,Pro,19.99,Monthly,False
S003523,U009171,2024-03-10,Pro,19.99,Monthly,False
S003524,U009176,2024-12-09,Pro,14.99,Monthly,True
S003525,U009178,2024-11-29,Pro,19.99,Monthly,False
S003526,U009182,2025-12-03,Pro,12.99,Annual,False
S003527,U009183,2025-11-24,Pro,19.99,Monthly,True
S003528,U009185,2025-02-26,Family,19.99,Monthly,False
S003529,U009187,2024-09-17,Pro,19.99,Annual,False
S003530,U009193,2025-12-02,Pro,14.99,Monthly,False
S003531,U009195,2025-07-21,Pro,14.99,Annual,True
S003532,U009197,2025-06-20,Family,29.99,Monthly,False
S003533,U009203,2024-12-18,Pro,14.99,Monthly,False
S003534,U009206,2024-10-06,Pro,19.99,Annual,True
S003535,U009207,2025-04-07,Pro,12.99,Annual,True
S003536,U009209,2024-06-12,Pro,14.99,Monthly,True
S003537,U009210,2024-05-21,Family,24.99,Monthly,True
S003538,U009211,2024-07-24,Pro,14.99,Monthly,False
S003539,U009213,2024-11-13,Family,24.99,Monthly,False
S003540,U009216,2024-10-16,Pro,14.99,Monthly,True
S003541,U009217,2025-09-10,Pro,19.99,Monthly,False
S003542,U009218,2024-04-01,Pro,12.99,Annual,True
S003543,U009221,2025-01-30,Family,29.99,Monthly,False
S003544,U009222,2026-01-07,Pro,14.99,Monthly,False
S003545,U009223,2024-05-20,Pro,19.99,Monthly,False
S003546,U009224,2024-12-15,Pro,14.99,Monthly,True
S003547,U009226,2025-04-14,Pro,14.99,Monthly,True
S003548,U009229,2024-09-28,Pro,19.99,Annual,False
S003549,U009230,2024-11-06,Family,29.99,Monthly,True
S003550,U009232,2025-02-04,Pro,14.99,Monthly,True
S003551,U009234,2025-02-04,Family,29.99,Monthly,True
S003552,U009235,2024-11-25,Pro,19.99,Monthly,False
S003553,U009237,2025-11-17,Family,24.99,Monthly,False
S003554,U009238,2025-09-27,Family,29.99,Monthly,False
S003555,U009245,2024-10-23,Family,24.99,Monthly,True
S003556,U009247,2025-02-13,Pro,14.99,Monthly,False
S003557,U009250,2025-12-26,Family,29.99,Monthly,True
S003558,U009251,2025-02-12,Pro,12.99,Annual,True
S003559,U009253,2024-05-28,Pro,12.99,Monthly,True
S003560,U009254,2025-08-07,Pro,12.99,Annual,False
S003561,U009256,2025-04-21,Pro,14.99,Annual,False
S003562,U009259,2025-03-17,Pro,14.99,Monthly,False
S003563,U009263,2024-09-22,Pro,14.99,Monthly,False
S003564,U009264,2024-11-21,Pro,19.99,Monthly,True
S003565,U009265,2024-08-15,Pro,14.99,Monthly,False
S003566,U009270,2025-11-20,Family,19.99,Monthly,False
S003567,U009278,2025-01-07,Pro,14.99,Monthly,True
S003568,U009279,2025-03-29,Pro,19.99,Monthly,False
S003569,U009280,2024-05-04,Pro,12.99,Annual,False
S003570,U009281,2024-07-10,Pro,12.99,Annual,False
S003571,U009282,2026-01-19,Pro,19.99,Annual,True
S003572,U009291,2025-05-21,Family,24.99,Annual,True
S003573,U009292,2026-01-09,Pro,12.99,Monthly,False
S003574,U009294,2024-03-20,Pro,14.99,Monthly,True
S003575,U009296,2025-11-17,Pro,12.99,Monthly,True
S003576,U009297,2024-08-09,Family,24.99,Annual,False
S003577,U009301,2024-06-06,Pro,14.99,Monthly,False
S003578,U009303,2025-03-22,Family,19.99,Monthly,False
S003579,U009306,2024-12-13,Pro,14.99,Monthly,True
S003580,U009311,2024-07-14,Pro,14.99,Monthly,True
S003581,U009312,2024-10-09,Family,24.99,Annual,True
S003582,U009315,2025-12-03,Family,24.99,Monthly,False
S003583,U009317,2025-09-24,Family,19.99,Monthly,True
S003584,U009323,2024-06-01,Pro,19.99,Annual,True
S003585,U009327,2025-09-13,Pro,12.99,Monthly,False
S003586,U009329,2024-10-31,Family,29.99,Annual,True
S003587,U009330,2024-08-12,Pro,12.99,Monthly,False
S003588,U009335,2025-03-17,Family,19.99,Monthly,False
S003589,U009336,2025-02-14,Pro,12.99,Monthly,False
S003590,U009341,2025-08-21,Family,29.99,Monthly,False
S003591,U009342,2025-11-15,Pro,14.99,Annual,True
S003592,U009343,2025-09-29,Family,24.99,Monthly,True
S003593,U009346,2024-04-28,Pro,12.99,Monthly,False
S003594,U009349,2024-10-17,Pro,12.99,Monthly,True
S003595,U009352,2024-03-05,Pro,14.99,Monthly,True
S003596,U009354,2025-10-27,Pro,12.99,Monthly,True
S003597,U009359,2024-05-05,Pro,14.99,Monthly,True
S003598,U009362,2025-08-15,Family,29.99,Monthly,True
S003599,U009363,2024-05-12,Family,24.99,Annual,False
S003600,U009365,2025-07-25,Pro,14.99,Annual,False
S003601,U009367,2025-04-25,Family,24.99,Annual,False
S003602,U009368,2025-12-09,Family,24.99,Monthly,False
S003603,U009370,2024-06-06,Pro,14.99,Monthly,True
S003604,U009374,2024-08-23,Pro,19.99,Monthly,True
S003605,U009377,2025-06-17,Pro,12.99,Monthly,True
S003606,U009380,2025-03-27,Pro,19.99,Monthly,False
S003607,U009383,2024-08-31,Pro,12.99,Monthly,True
S003608,U009390,2024-07-04,Pro,12.99,Monthly,True
S003609,U009391,2024-02-19,Pro,19.99,Monthly,True
S003610,U009393,2024-10-10,Pro,19.99,Monthly,False
S003611,U009395,2025-10-14,Pro,12.99,Monthly,False
S003612,U009400,2025-12-14,Pro,12.99,Monthly,False
S003613,U009402,2025-05-11,Pro,12.99,Monthly,False
S003614,U009407,2024-12-10,Family,29.99,Monthly,False
S003615,U009408,2026-01-15,Pro,19.99,Annual,False
S003616,U009410,2026-01-03,Family,29.99,Annual,True
S003617,U009413,2025-03-08,Pro,14.99,Annual,True
S003618,U009417,2024-10-19,Family,29.99,Annual,False
S003619,U009421,2024-03-26,Family,29.99,Monthly,False
S003620,U009422,2024-03-18,Pro,12.99,Monthly,False
S003621,U009426,2025-02-02,Pro,14.99,Annual,True
S003622,U009430,2026-01-08,Pro,12.99,Annual,False
S003623,U009432,2024-02-05,Pro,12.99,Monthly,True
S003624,U009434,2025-06-29,Family,24.99,Monthly,True
S003625,U009436,2025-02-11,Pro,14.99,Monthly,True
S003626,U009438,2025-03-22,Pro,19.99,Monthly,False
S003627,U009440,2025-02-07,Pro,12.99,Annual,False
S003628,U009441,2024-05-30,Pro,14.99,Monthly,True
S003629,U009442,2025-08-28,Pro,19.99,Monthly,False
S003630,U009454,2024-12-10,Pro,19.99,Monthly,True
S003631,U009457,2025-03-31,Pro,12.99,Monthly,True
S003632,U009458,2024-06-05,Family,29.99,Monthly,True
S003633,U009461,2024-12-11,Pro,14.99,Monthly,True
S003634,U009462,2024-03-11,Pro,19.99,Monthly,False
S003635,U009463,2024-06-14,Family,24.99,Monthly,False
S003636,U009465,2024-11-17,Pro,14.99,Annual,False
S003637,U009468,2024-10-26,Pro,14.99,Annual,True
S003638,U009469,2024-10-16,Pro,14.99,Annual,False
S003639,U009470,2025-10-13,Pro,12.99,Monthly,False
S003640,U009477,2025-05-29,Pro,14.99,Monthly,False
S003641,U009478,2024-06-26,Family,29.99,Annual,False
S003642,U009480,2025-12-07,Pro,14.99,Monthly,True
S003643,U009481,2025-11-10,Pro,19.99,Monthly,False
S003644,U009484,2024-07-22,Pro,14.99,Monthly,False
S003645,U009486,2024-03-20,Pro,12.99,Annual,True
S003646,U009490,2025-06-06,Pro,14.99,Annual,False
S003647,U009491,2024-10-23,Pro,14.99,Monthly,True
S003648,U009496,2024-05-28,Pro,14.99,Monthly,False
S003649,U009497,2025-06-30,Pro,12.99,Monthly,False
S003650,U009498,2024-03-09,Pro,14.99,Monthly,False
S003651,U009499,2025-04-12,Family,24.99,Monthly,True
S003652,U009501,2026-01-16,Pro,19.99,Annual,False
S003653,U009502,2025-08-17,Pro,19.99,Monthly,True
S003654,U009504,2025-04-24,Pro,14.99,Monthly,True
S003655,U009511,2024-08-22,Family,19.99,Monthly,False
S003656,U009514,2024-07-01,Pro,14.99,Monthly,True
S003657,U009518,2025-12-13,Family,24.99,Monthly,True
S003658,U009520,2024-08-10,Pro,19.99,Monthly,True
S003659,U009521,2025-09-11,Pro,14.99,Annual,False
S003660,U009522,2024-01-31,Pro,14.99,Monthly,True
S003661,U009527,2024-04-06,Pro,14.99,Annual,False
S003662,U009528,2024-09-23,Pro,14.99,Monthly,True
S003663,U009529,2025-06-30,Pro,14.99,Monthly,True
S003664,U009533,2024-03-02,Pro,19.99,Monthly,True
S003665,U009534,2024-10-24,Pro,19.99,Monthly,False
S003666,U009538,2025-02-24,Pro,12.99,Monthly,True
S003667,U009541,2024-05-18,Family,29.99,Annual,False
S003668,U009543,2024-07-10,Pro,14.99,Monthly,False
S003669,U009548,2025-12-11,Pro,14.99,Monthly,True
S003670,U009552,2024-10-19,Pro,14.99,Monthly,True
S003671,U009553,2025-09-30,Pro,19.99,Monthly,False
S003672,U009556,2024-12-08,Pro,14.99,Annual,False
S003673,U009565,2024-03-27,Family,24.99,Monthly,False
S003674,U009566,2025-11-17,Family,24.99,Monthly,False
S003675,U009568,2024-12-11,Family,29.99,Monthly,True
S003676,U009575,2025-03-24,Pro,19.99,Monthly,False
S003677,U009580,2024-04-27,Pro,14.99,Annual,False
S003678,U009581,2024-02-03,Pro,14.99,Monthly,False
S003679,U009587,2025-11-15,Pro,12.99,Monthly,True
S003680,U009591,2024-12-07,Pro,19.99,Monthly,True
S003681,U009594,2024-12-18,Pro,19.99,Annual,True
S003682,U009595,2026-01-10,Pro,19.99,Monthly,False
S003683,U009597,2024-06-01,Family,29.99,Monthly,True
S003684,U009599,2025-12-15,Pro,12.99,Monthly,False
S003685,U009607,2025-05-21,Family,19.99,Monthly,False
S003686,U009609,2025-08-31,Family,24.99,Monthly,True
S003687,U009610,2025-09-27,Family,19.99,Monthly,False
S003688,U009612,2024-04-24,Pro,19.99,Monthly,True
S003689,U009613,2025-03-29,Pro,19.99,Monthly,False
S003690,U009614,2025-02-16,Pro,19.99,Monthly,False
S003691,U009616,2024-08-09,Family,19.99,Monthly,True
S003692,U009617,2025-04-19,Pro,12.99,Monthly,False
S003693,U009618,2025-11-01,Pro,14.99,Monthly,False
S003694,U009621,2024-03-07,Pro,14.99,Monthly,True
S003695,U009624,2025-05-15,Pro,19.99,Annual,False
S003696,U009626,2024-09-17,Family,29.99,Annual,False
S003697,U009627,2025-11-27,Family,19.99,Monthly,False
S003698,U009628,2025-12-25,Pro,19.99,Monthly,True
S003699,U009629,2026-01-16,Pro,12.99,Monthly,False
S003700,U009631,2025-06-07,Pro,14.99,Monthly,True
S003701,U009633,2025-10-28,Family,19.99,Annual,True
S003702,U009636,2024-04-11,Pro,14.99,Monthly,True
S003703,U009641,2025-06-11,Pro,14.99,Annual,True
S003704,U009643,2024-06-26,Pro,19.99,Monthly,False
S003705,U009651,2025-08-30,Pro,14.99,Annual,True
S003706,U009652,2024-03-13,Pro,19.99,Annual,False
S003707,U009655,2024-02-29,Family,19.99,Monthly,True
S003708,U009658,2025-07-14,Family,19.99,Monthly,True
S003709,U009659,2025-04-18,Pro,19.99,Annual,False
S003710,U009661,2024-04-25,Pro,19.99,Monthly,False
S003711,U009663,2025-12-11,Family,19.99,Monthly,False
S003712,U009665,2024-10-24,Pro,14.99,Monthly,True
S003713,U009667,2024-10-12,Pro,14.99,Monthly,True
S003714,U009670,2025-07-06,Pro,19.99,Monthly,False
S003715,U009673,2025-12-03,Pro,12.99,Monthly,True
S003716,U009675,2024-07-19,Pro,12.99,Monthly,True
S003717,U009677,2025-02-19,Family,29.99,Annual,False
S003718,U009680,2025-03-30,Pro,19.99,Monthly,False
S003719,U009682,2024-11-29,Family,19.99,Monthly,True
S003720,U009685,2025-05-17,Pro,14.99,Monthly,True
S003721,U009687,2025-04-14,Family,29.99,Monthly,True
S003722,U009690,2025-01-16,Family,29.99,Monthly,False
S003723,U009691,2024-07-23,Family,29.99,Monthly,True
S003724,U009697,2025-12-09,Family,29.99,Annual,True
S003725,U009698,2024-04-28,Pro,14.99,Monthly,True
S003726,U009701,2024-02-06,Family,29.99,Annual,False
S003727,U009709,2025-05-07,Pro,12.99,Annual,False
S003728,U009710,2026-01-02,Pro,12.99,Monthly,True
S003729,U009712,2025-11-29,Pro,14.99,Annual,False
S003730,U009713,2025-09-21,Pro,19.99,Monthly,False
S003731,U009714,2025-06-16,Family,29.99,Monthly,True
S003732,U009716,2025-10-30,Pro,14.99,Monthly,False
S003733,U009717,2025-10-29,Pro,19.99,Annual,False
S003734,U009718,2025-02-11,Pro,14.99,Annual,False
S003735,U009721,2025-12-15,Family,24.99,Monthly,True
S003736,U009722,2025-12-10,Pro,14.99,Monthly,False
S003737,U009723,2025-03-02,Pro,12.99,Monthly,False
S003738,U009725,2024-05-01,Pro,19.99,Annual,True
S003739,U009728,2024-02-03,Pro,19.99,Monthly,False
S003740,U009729,2024-08-01,Pro,14.99,Monthly,False
S003741,U009732,2026-01-05,Pro,14.99,Annual,True
S003742,U009734,2024-02-29,Pro,19.99,Monthly,True
S003743,U009738,2024-07-04,Family,24.99,Monthly,True
S003744,U009739,2025-11-28,Family,29.99,Monthly,False
S003745,U009740,2024-09-15,Pro,14.99,Annual,False
S003746,U009742,2025-11-05,Pro,12.99,Monthly,True
S003747,U009745,2024-05-04,Family,29.99,Monthly,True
S003748,U009746,2024-12-03,Pro,19.99,Monthly,True
S003749,U009747,2025-05-15,Pro,19.99,Monthly,True
S003750,U009748,2024-07-01,Pro,19.99,Monthly,True
S003751,U009750,2025-04-12,Pro,14.99,Annual,True
S003752,U009751,2024-02-25,Family,24.99,Monthly,True
S003753,U009752,2024-06-05,Pro,14.99,Annual,False
S003754,U009753,2024-07-18,Family,24.99,Monthly,False
S003755,U009754,2024-07-04,Pro,19.99,Monthly,False
S003756,U009756,2025-04-16,Family,24.99,Monthly,True
S003757,U009757,2025-06-20,Pro,19.99,Annual,False
S003758,U009758,2025-06-02,Pro,19.99,Annual,False
S003759,U009760,2025-04-15,Family,29.99,Annual,True
S003760,U009766,2025-03-08,Pro,19.99,Monthly,False
S003761,U009771,2025-11-10,Pro,12.99,Monthly,True
S003762,U009772,2026-01-22,Family,29.99,Monthly,False
S003763,U009773,2025-04-17,Pro,12.99,Monthly,True
S003764,U009774,2025-04-02,Pro,14.99,Monthly,False
S003765,U009775,2025-06-28,Pro,19.99,Monthly,False
S003766,U009778,2025-08-29,Family,29.99,Annual,True
S003767,U009781,2025-06-04,Pro,19.99,Annual,False
S003768,U009782,2025-03-23,Family,24.99,Monthly,False
S003769,U009786,2025-10-06,Pro,19.99,Monthly,True
S003770,U009793,2025-04-11,Pro,19.99,Monthly,False
S003771,U009794,2025-08-27,Family,19.99,Annual,True
S003772,U009796,2025-08-02,Pro,14.99,Annual,False
S003773,U009798,2024-10-23,Pro,19.99,Monthly,False
S003774,U009803,2025-06-08,Family,24.99,Monthly,False
S003775,U009811,2024-07-08,Pro,19.99,Monthly,False
S003776,U009814,2025-05-24,Pro,19.99,Monthly,True
S003777,U009816,2025-04-30,Pro,14.99,Annual,False
S003778,U009818,2025-06-16,Pro,12.99,Monthly,False
S003779,U009821,2026-01-02,Family,24.99,Monthly,False
S003780,U009822,2025-01-05,Pro,19.99,Monthly,True
S003781,U009827,2024-11-07,Family,24.99,Monthly,False
S003782,U009829,2025-02-25,Pro,19.99,Monthly,True
S003783,U009833,2025-02-02,Family,24.99,Monthly,True
S003784,U009834,2025-05-11,Pro,19.99,Annual,False
S003785,U009836,2025-10-18,Pro,12.99,Annual,True
S003786,U009838,2024-11-03,Pro,19.99,Monthly,False
S003787,U009842,2025-06-14,Family,29.99,Monthly,False
S003788,U009844,2024-07-31,Pro,19.99,Monthly,True
S003789,U009845,2024-08-23,Pro,14.99,Monthly,False
S003790,U009846,2024-07-02,Family,24.99,Monthly,False
S003791,U009850,2025-03-12,Pro,14.99,Annual,False
S003792,U009856,2024-03-15,Family,19.99,Annual,False
S003793,U009858,2025-02-06,Pro,14.99,Annual,False
S003794,U009861,2025-12-18,Pro,19.99,Monthly,False
S003795,U009863,2024-07-15,Family,19.99,Monthly,True
S003796,U009864,2025-07-01,Family,29.99,Monthly,True
S003797,U009867,2025-01-13,Pro,14.99,Monthly,True
S003798,U009876,2024-10-21,Pro,19.99,Monthly,False
S003799,U009877,2025-01-15,Pro,19.99,Monthly,True
S003800,U009878,2025-01-24,Pro,19.99,Monthly,False
S003801,U009882,2024-06-20,Family,24.99,Monthly,False
S003802,U009884,2025-07-15,Family,24.99,Monthly,False
S003803,U009885,2025-10-09,Pro,14.99,Monthly,True
S003804,U009886,2025-12-15,Pro,14.99,Annual,False
S003805,U009887,2024-05-11,Family,29.99,Annual,True
S003806,U009889,2024-03-18,Pro,12.99,Monthly,True
S003807,U009893,2024-05-04,Pro,19.99,Annual,False
S003808,U009894,2025-10-13,Family,19.99,Monthly,False
S003809,U009898,2024-03-17,Pro,12.99,Monthly,False
S003810,U009899,2025-07-08,Pro,19.99,Monthly,True
S003811,U009901,2024-07-16,Pro,12.99,Monthly,True
S003812,U009904,2024-09-01,Family,24.99,Annual,False
S003813,U009911,2025-06-16,Pro,14.99,Monthly,True
S003814,U009915,2025-01-27,Pro,19.99,Monthly,True
S003815,U009916,2025-01-09,Pro,14.99,Annual,True
S003816,U009921,2025-03-14,Family,24.99,Monthly,False
S003817,U009928,2024-07-10,Family,24.99,Monthly,False
S003818,U009930,2024-10-23,Family,29.99,Annual,True
S003819,U009931,2025-01-26,Pro,14.99,Monthly,False
S003820,U009936,2024-10-04,Family,24.99,Monthly,False
S003821,U009941,2024-06-11,Pro,14.99,Monthly,False
S003822,U009943,2025-03-08,Pro,14.99,Monthly,False
S003823,U009945,2025-05-12,Pro,19.99,Monthly,False
S003824,U009946,2025-07-19,Pro,12.99,Monthly,True
S003825,U009949,2024-02-14,Pro,19.99,Annual,True
S003826,U009951,2024-06-30,Family,29.99,Monthly,False
S003827,U009952,2024-01-30,Pro,14.99,Monthly,False
S003828,U009954,2024-04-15,Pro,14.99,Annual,True
S003829,U009958,2025-03-11,Pro,19.99,Monthly,True
S003830,U009959,2024-07-08,Family,29.99,Annual,True
S003831,U009961,2024-04-12,Family,24.99,Monthly,False
S003832,U009963,2024-03-18,Pro,19.99,Annual,True
S003833,U009965,2025-11-03,Pro,12.99,Monthly,False
S003834,U009966,2024-07-01,Pro,12.99,Monthly,False
S003835,U009967,2025-08-26,Pro,14.99,Annual,False
S003836,U009968,2024-03-24,Pro,19.99,Monthly,True
S003837,U009970,2026-01-11,Family,19.99,Monthly,True
S003838,U009971,2025-11-17,Pro,12.99,Monthly,True
S003839,U009973,2024-11-10,Family,29.99,Monthly,False
S003840,U009974,2025-04-03,Pro,19.99,Annual,False
S003841,U009975,2025-02-28,Pro,14.99,Annual,False
S003842,U009976,2025-12-11,Pro,14.99,Annual,False
S003843,U009978,2025-08-05,Pro,19.99,Monthly,True
S003844,U009982,2024-02-05,Family,19.99,Annual,True
S003845,U009983,2024-10-26,Family,29.99,Monthly,False
S003846,U009984,2025-07-29,Family,24.99,Annual,True
S003847,U009986,2024-06-09,Pro,14.99,Monthly,False
S003848,U009987,2026-01-11,Pro,19.99,Annual,True
S003849,U009990,2025-11-19,Pro,19.99,Monthly,True
S003850,U009992,2025-08-12,Pro,19.99,Monthly,True
S003851,U010000,2025-03-19,Family,19.99,Annual,True
S003852,U010001,2024-08-11,Pro,14.99,Monthly,False
S003853,U010002,2024-12-10,Pro,14.99,Annual,True
S003854,U010005,2025-08-05,Pro,12.99,Annual,True
S003855,U010006,2024-12-29,Family,24.99,Monthly,False
S003856,U010010,2025-07-29,Pro,19.99,Monthly,True
S003857,U010021,2024-03-04,Pro,19.99,Monthly,False
S003858,U010022,2024-03-07,Pro,14.99,Annual,True
S003859,U010025,2024-10-27,Family,19.99,Monthly,False
S003860,U010029,2025-07-07,Pro,14.99,Monthly,True
S003861,U010031,2024-03-19,Family,24.99,Monthly,True
S003862,U010034,2025-10-24,Family,24.99,Monthly,False
S003863,U010037,2024-05-25,Pro,19.99,Monthly,False
S003864,U010038,2024-03-16,Pro,14.99,Monthly,False
S003865,U010039,2025-12-13,Pro,14.99,Monthly,False
S003866,U010044,2024-02-07,Family,29.99,Monthly,False
S003867,U010047,2024-09-21,Pro,19.99,Annual,True
S003868,U010049,2025-08-19,Pro,19.99,Annual,False
S003869,U010050,2025-10-28,Pro,14.99,Monthly,False
S003870,U010053,2025-09-20,Pro,19.99,Monthly,False
S003871,U010054,2024-09-20,Pro,12.99,Monthly,False
S003872,U010055,2025-01-26,Pro,14.99,Monthly,True
S003873,U010057,2024-11-06,Pro,14.99,Monthly,True
S003874,U010064,2024-10-08,Family,29.99,Annual,True
S003875,U010065,2024-05-11,Family,24.99,Monthly,True
S003876,U010067,2025-07-04,Pro,14.99,Monthly,False
S003877,U010070,2025-01-21,Pro,19.99,Monthly,True
S003878,U010073,2024-06-26,Pro,12.99,Annual,False
S003879,U010076,2025-03-30,Pro,12.99,Annual,True
S003880,U010081,2024-05-24,Pro,14.99,Monthly,True
S003881,U010086,2025-01-28,Pro,19.99,Monthly,False
S003882,U010087,2025-12-07,Family,24.99,Monthly,True
S003883,U010088,2025-07-08,Pro,19.99,Annual,False
S003884,U010090,2025-09-21,Family,24.99,Monthly,False
S003885,U010091,2025-08-17,Family,29.99,Annual,True
S003886,U010094,2024-10-15,Family,29.99,Monthly,False
S003887,U010095,2025-09-24,Pro,19.99,Monthly,True
S003888,U010101,2025-06-26,Pro,12.99,Monthly,False
S003889,U010102,2025-03-17,Pro,19.99,Monthly,False
S003890,U010103,2024-06-28,Pro,19.99,Monthly,False
S003891,U010105,2025-06-18,Pro,19.99,Monthly,False
S003892,U010106,2024-06-18,Family,29.99,Annual,False
S003893,U010109,2025-05-19,Pro,14.99,Annual,True
S003894,U010110,2024-06-23,Pro,12.99,Monthly,False
S003895,U010113,2025-07-25,Pro,12.99,Monthly,True
S003896,U010114,2024-05-30,Pro,14.99,Annual,False
S003897,U010115,2025-12-28,Pro,14.99,Monthly,False
S003898,U010116,2024-08-31,Pro,14.99,Monthly,False
S003899,U010117,2025-04-23,Family,19.99,Monthly,False
