user_id,signup_date,country,device_type,acquisition_channel,plan_interest
U010527,2024-11-14,United States,Desktop,Email Campaign,Free
U010528,2024-03-05,United States,Desktop,Facebook Ads,Pro
U010529,2025-10-03,France,Desktop,Email Campaign,Free
U010530,2025-10-02,Spain,Desktop,Email Campaign,Free
U010531,2024-04-09,Netherlands,Mobile,Organic Search,Free
U010532,2024-01-29,United Kingdom,Mobile,Organic Search,Pro
U010533,2025-05-06,Spain,Desktop,Organic Search,Family
U010534,2025-03-18,United Kingdom,Desktop,Email Campaign,Free
U010535,2024-01-25,Germany,Desktop,Email Campaign,Free
U010536,2025-08-29,Australia,Desktop,Facebook Ads,Family
U010537,2025-10-03,United Kingdom,Desktop,Organic Search,Family
U010538,2024-12-08,United States,Mobile,Direct,Free
U010539,2024-09-13,United States,Tablet,Email Campaign,Pro
U010540,2024-09-10,Germany,Desktop,Email Campaign,Free
U010541,2024-04-20,Spain,Desktop,Email Campaign,Free
U010542,2025-04-29,United States,Tablet,Email Campaign,Free
U010543,2024-09-01,Netherlands,Desktop,Organic Search,Pro
U010544,2024-12-14,United Kingdom,Desktop,Paid Search,Free
U010545,2024-02-25,United States,Tablet,Direct,Free
U010546,2024-12-07,Spain,Mobile,Email Campaign,Free
U010547,2025-06-16,United States,Tablet,Paid Search,Free
U010548,2024-08-30,Spain,Desktop,Email Campaign,Pro
U010549,2024-03-15,France,Mobile,Referral,Pro
U010550,2025-09-06,Spain,Desktop,Email Campaign,Pro
U010551,2025-09-26,Australia,Mobile,Referral,Free
U010552,2025-03-25,United States,Desktop,Paid Search,Free
U010553,2024-04-07,Spain,Desktop,Direct,Free
U010554,2025-10-02,Spain,Tablet,Email Campaign,Free
U010555,2025-04-02,Germany,Mobile,Direct,Family
U010556,2025-08-15,United States,Desktop,Paid Search,Pro
U010557,2024-05-07,Germany,Desktop,Paid Search,Free
U010558,2024-03-28,Australia,Desktop,Organic Search,Free
U010559,2024-03-03,United Kingdom,Mobile,Referral,Pro
U010560,2024-02-04,Canada,Desktop,Email Campaign,Family
U010561,2025-01-21,United Kingdom,Desktop,Email Campaign,Pro
U010562,2024-11-16,United States,Desktop,Direct,Free
U010563,2025-12-11,Spain,Mobile,Email Campaign,Free
U010564,2024-03-07,France,Mobile,Paid Search,Pro
U010565,2024-05-10,Spain,Mobile,Email Campaign,Pro
U010566,2024-03-04,United States,Tablet,Facebook Ads,Family
U010567,2025-03-28,Germany,Desktop,Email Campaign,Pro
U010568,2024-02-26,Netherlands,Desktop,Email Campaign,Free
U010569,2024-11-04,Germany,Tablet,Email Campaign,Free
U010570,2025-09-17,Germany,Mobile,Email Campaign,Free
U010571,2025-10-03,Netherlands,Mobile,Organic Search,Free
U010572,2025-03-18,France,Mobile,Direct,Pro
U010573,2024-03-08,France,Mobile,Organic Search,Free
U010574,2024-04-14,Spain,Mobile,Direct,Free
U010575,2025-11-24,France,Desktop,Email Campaign,Free
U010576,2024-02-27,France,Mobile,Email Campaign,Free
U010577,2025-07-26,United Kingdom,Desktop,Email Campaign,Free
U010578,2024-02-23,United States,Tablet,Direct,Free
U010579,2024-10-28,Spain,Mobile,Direct,Pro
U010580,2025-01-25,United States,Desktop,Paid Search,Free
U010581,2025-02-15,France,Desktop,Direct,Free
U010582,2024-04-08,United Kingdom,Desktop,Paid Search,Free
U010583,2025-09-24,Spain,Mobile,Email Campaign,Pro
U010584,2025-02-24,United Kingdom,Mobile,Email Campaign,Free
U010585,2024-08-26,Canada,Desktop,Direct,Free
U010586,2025-09-05,Canada,Tablet,Email Campaign,Free
U010587,2025-11-06,Spain,Desktop,Referral,Family
U010588,2025-09-30,Germany,Desktop,Paid Search,Free
U010589,2024-01-11,United States,Desktop,Facebook Ads,Free
U010590,2025-04-09,United States,Tablet,Email Campaign,Pro
U010591,2025-01-28,France,Desktop,Email Campaign,Family
U010592,2025-04-20,United States,Desktop,Email Campaign,Free
U010593,2025-03-14,Canada,Mobile,Facebook Ads,Free
U010594,2025-09-27,Spain,Desktop,Email Campaign,Free
U010595,2025-09-26,Australia,Desktop,Email Campaign,Free
U010596,2024-04-13,Germany,Mobile,Organic Search,Free
U010597,2024-12-13,United Kingdom,Mobile,Direct,Pro
U010598,2025-10-28,United States,Desktop,Referral,Family
U010599,2025-11-22,Canada,Mobile,Email Campaign,Pro
U010600,2024-01-27,United Kingdom,Desktop,Facebook Ads,Free
U010601,2025-04-09,France,Mobile,Direct,Free
U010602,2025-06-13,Netherlands,Desktop,Referral,Family
U010603,2024-12-02,United Kingdom,Desktop,Email Campaign,Family
U010604,2025-08-24,United States,Mobile,Email Campaign,Free
U010605,2024-07-16,United Kingdom,Mobile,Paid Search,Free
U010606,2024-04-20,Canada,Mobile,Organic Search,Free
U010607,2024-04-15,France,Mobile,Email Campaign,Pro
U010608,2024-01-13,Germany,Tablet,Email Campaign,Free
U010609,2025-09-01,United Kingdom,Desktop,Paid Search,Free
U010610,2025-12-31,Germany,Desktop,Organic Search,Free
U010611,2024-03-10,United States,Mobile,Facebook Ads,Family
U010612,2025-08-30,United States,Tablet,Organic Search,Free
U010613,2024-07-17,United Kingdom,Mobile,Organic Search,Family
U010614,2025-08-09,United States,Desktop,Referral,Pro
U010615,2024-05-09,Australia,Desktop,Email Campaign,Pro
U010616,2025-10-14,France,Mobile,Organic Search,Free
U010617,2025-06-05,Netherlands,Mobile,Email Campaign,Pro
U010618,2024-09-19,Canada,Desktop,Paid Search,Free
U010619,2024-12-29,Australia,Desktop,Facebook Ads,Free
U010620,2025-03-07,United States,Desktop,Organic Search,Free
U010621,2025-05-07,Australia,Mobile,Email Campaign,Free
U010622,2025-09-27,Canada,Tablet,Email Campaign,Free
U010623,2025-03-31,Canada,Desktop,Referral,Free
U010624,2024-07-09,Spain,Mobile,Organic Search,Pro
U010625,2024-09-05,Germany,Desktop,Referral,Free
U010626,2024-05-20,United States,Desktop,Email Campaign,Pro
U010627,2024-02-15,United States,Mobile,Referral,Free
U010628,2024-03-02,Germany,Desktop,Facebook Ads,Free
U010629,2024-05-10,Germany,Tablet,Email Campaign,Family
U010630,2024-11-15,Australia,Desktop,Email Campaign,Free
U010631,2025-08-21,Canada,Mobile,Referral,Free
U010632,2025-03-22,United Kingdom,Desktop,Email Campaign,Family
U010633,2025-06-09,United States,Desktop,Organic Search,Family
U010634,2025-10-29,Canada,Mobile,Email Campaign,Pro
U010635,2025-01-01,United States,Tablet,Direct,Free
U010636,2024-11-14,Germany,Mobile,Facebook Ads,Pro
U010637,2025-08-20,Canada,Mobile,Email Campaign,Free
U010638,2025-07-08,United Kingdom,Desktop,Facebook Ads,Family
U010639,2024-05-29,Canada,Desktop,Email Campaign,Pro
U010640,2024-05-30,Australia,Mobile,Email Campaign,Free
U010641,2025-04-25,United States,Desktop,Organic Search,Free
U010642,2024-11-12,United Kingdom,Mobile,Email Campaign,Family
U010643,2025-09-09,United Kingdom,Tablet,Email Campaign,Free
U010644,2024-12-17,Spain,Mobile,Paid Search,Pro
U010645,2024-10-25,Spain,Tablet,Email Campaign,Pro
U010646,2025-01-12,Spain,Tablet,Email Campaign,Pro
U010647,2024-01-09,Netherlands,Desktop,Email Campaign,Free
U010648,2025-06-14,France,Desktop,Facebook Ads,Free
U010649,2025-08-23,Canada,Mobile,Direct,Pro
U010650,2025-11-04,Australia,Desktop,Direct,Free
U010651,2025-11-25,Australia,Desktop,Email Campaign,Free
U010652,2024-05-28,United States,Desktop,Referral,Pro
U010653,2024-02-28,Germany,Desktop,Direct,Pro
U010654,2024-08-31,Canada,Mobile,Email Campaign,Free
U010655,2025-06-03,United States,Desktop,Facebook Ads,Free
U010656,2025-07-26,Canada,Mobile,Paid Search,Free
U010657,2024-02-25,Spain,Tablet,Organic Search,Free
U010658,2025-03-08,Australia,Tablet,Facebook Ads,Free
U010659,2024-12-18,France,Tablet,Facebook Ads,Family
U010660,2024-07-19,United Kingdom,Mobile,Email Campaign,Free
U010661,2024-07-24,United Kingdom,Mobile,Email Campaign,Free
U010662,2025-10-17,France,Mobile,Direct,Family
U010663,2024-07-25,France,Mobile,Direct,Pro
U010664,2024-03-11,United States,Tablet,Organic Search,Pro
U010665,2024-12-15,France,Desktop,Organic Search,Free
U010666,2024-07-12,United Kingdom,Tablet,Email Campaign,Free
U010667,2025-11-14,United Kingdom,Tablet,Paid Search,Family
U010668,2025-05-02,United Kingdom,Mobile,Referral,Free
U010669,2025-12-12,United Kingdom,Mobile,Facebook Ads,Free
U010670,2025-12-09,United States,Desktop,Direct,Free
U010671,2025-04-23,United States,Mobile,Email Campaign,Family
U010672,2025-09-06,Netherlands,Desktop,Paid Search,Free
U010673,2025-12-10,United States,Desktop,Paid Search,Free
U010674,2024-12-05,United States,Desktop,Organic Search,Free
U010675,2025-08-15,Spain,Desktop,Paid Search,Free
U010676,2025-08-02,Germany,Tablet,Organic Search,Free
U010677,2024-12-09,Spain,Mobile,Email Campaign,Pro
U010678,2025-09-22,United States,Desktop,Email Campaign,Family
U010679,2024-11-02,Netherlands,Desktop,Paid Search,Pro
U010680,2025-03-04,Germany,Mobile,Email Campaign,Free
U010681,2024-12-02,Canada,Tablet,Referral,Pro
U010682,2024-06-15,Spain,Desktop,Organic Search,Free
U010683,2024-04-17,Canada,Desktop,Organic Search,Free
U010684,2025-04-10,United States,Desktop,Referral,Free
U010685,2024-02-13,France,Mobile,Email Campaign,Free
U010686,2025-05-22,Spain,Desktop,Referral,Free
U010687,2024-08-12,United Kingdom,Desktop,Organic Search,Free
U010688,2024-01-04,France,Desktop,Email Campaign,Free
U010689,2025-10-16,Canada,Mobile,Paid Search,Family
U010690,2024-08-16,Canada,Mobile,Paid Search,Free
U010691,2025-12-10,Netherlands,Desktop,Email Campaign,Pro
U010692,2024-08-23,United States,Mobile,Email Campaign,Free
U010693,2025-04-22,Germany,Mobile,Direct,Free
U010694,2025-09-30,Germany,Desktop,Email Campaign,Free
U010695,2024-08-06,United Kingdom,Mobile,Email Campaign,Free
U010696,2024-09-01,Canada,Desktop,Email Campaign,Free
U010697,2025-05-07,United Kingdom,Mobile,Email Campaign,Pro
U010698,2024-12-05,Germany,Tablet,Facebook Ads,Free
U010699,2025-01-19,Australia,Desktop,Organic Search,Family
U010700,2024-07-29,Australia,Mobile,Referral,Free
U010701,2025-02-13,United Kingdom,Desktop,Referral,Free
U010702,2024-07-07,Germany,Mobile,Email Campaign,Free
U010703,2024-01-07,Canada,Desktop,Referral,Free
U010704,2025-01-06,United States,Desktop,Email Campaign,Free
U010705,2024-01-11,Canada,Mobile,Organic Search,Free
U010706,2024-03-16,Netherlands,Mobile,Email Campaign,Pro
U010707,2025-01-01,United States,Desktop,Email Campaign,Free
U010708,2024-01-31,France,Mobile,Direct,Free
U010709,2025-07-22,Spain,Desktop,Email Campaign,Pro
U010710,2024-04-27,Germany,Desktop,Email Campaign,Free
U010711,2024-05-25,United States,Tablet,Email Campaign,Free
U010712,2024-10-24,Germany,Tablet,Email Campaign,Free
U010713,2025-03-26,Spain,Desktop,Paid Search,Free
U010714,2024-07-18,United Kingdom,Mobile,Organic Search,Pro
U010715,2025-10-08,Germany,Desktop,Facebook Ads,Free
U010716,2025-08-22,United Kingdom,Desktop,Email Campaign,Pro
U010717,2025-01-03,Netherlands,Mobile,Email Campaign,Free
U010718,2024-02-14,Australia,Mobile,Email Campaign,Pro
U010719,2024-01-31,France,Tablet,Paid Search,Free
U010720,2024-07-22,United States,Desktop,Email Campaign,Free
U010721,2024-07-21,Canada,Mobile,Referral,Free
U010722,2024-10-17,United States,Tablet,Email Campaign,Free
U010723,2024-06-27,United States,Desktop,Paid Search,Pro
U010724,2024-08-12,Spain,Mobile,Email Campaign,Free
U010725,2024-09-25,Germany,Mobile,Organic Search,Free
U010726,2024-06-27,France,Desktop,Referral,Free
U010727,2024-12-13,United Kingdom,Desktop,Organic Search,Free
U010728,2025-07-21,United States,Tablet,Email Campaign,Free
U010729,2024-09-08,Canada,Mobile,Organic Search,Free
U010730,2024-07-01,Spain,Desktop,Facebook Ads,Free
U010731,2024-07-19,United Kingdom,Desktop,Email Campaign,Free
U010732,2024-01-23,United States,Desktop,Email Campaign,Free
U010733,2024-06-29,Germany,Mobile,Email Campaign,Free
U010734,2024-09-25,United States,Desktop,Paid Search,Free
U010735,2024-04-13,United States,Desktop,Email Campaign,Free
U010736,2024-01-22,Spain,Desktop,Email Campaign,Family
U010737,2025-11-24,Netherlands,Tablet,Paid Search,Pro
U010738,2024-05-20,United Kingdom,Mobile,Referral,Free
U010739,2025-01-23,Australia,Desktop,Email Campaign,Pro
U010740,2025-11-01,United Kingdom,Desktop,Organic Search,Family
U010741,2024-04-23,Australia,Mobile,Email Campaign,Free
U010742,2024-12-12,United Kingdom,Desktop,Direct,Free
U010743,2024-08-03,France,Mobile,Organic Search,Free
U010744,2024-11-08,United States,Mobile,Facebook Ads,Free
U010745,2025-04-12,Netherlands,Desktop,Referral,Pro
U010746,2024-09-02,France,Mobile,Organic Search,Free
U010747,2025-01-13,France,Desktop,Email Campaign,Free
U010748,2025-01-16,Germany,Desktop,Email Campaign,Pro
U010749,2025-11-07,Germany,Mobile,Referral,Free
U010750,2024-06-24,United Kingdom,Desktop,Facebook Ads,Free
U010751,2025-06-23,United States,Desktop,Paid Search,Family
U010752,2025-09-30,France,Tablet,Facebook Ads,Free
U010753,2025-03-20,Spain,Mobile,Direct,Free
U010754,2025-12-29,France,Mobile,Email Campaign,Family
U010755,2024-03-07,Australia,Desktop,Organic Search,Free
U010756,2024-05-01,United States,Desktop,Referral,Free
U010757,2024-05-27,France,Desktop,Direct,Free
U010758,2024-05-13,Canada,Mobile,Referral,Family
U010759,2024-07-13,United States,Mobile,Direct,Free
U010760,2024-07-15,United States,Desktop,Email Campaign,Free
U010761,2025-06-29,United States,Mobile,Organic Search,Free
U010762,2025-01-22,Canada,Desktop,Facebook Ads,Family
U010763,2025-12-12,Germany,Desktop,Paid Search,Free
U010764,2025-01-18,France,Desktop,Email Campaign,Pro
U010765,2024-11-21,France,Tablet,Paid Search,Free
U010766,2025-09-05,Spain,Desktop,Organic Search,Free
U010767,2025-03-15,Netherlands,Desktop,Paid Search,Free
U010768,2025-10-13,Netherlands,Mobile,Paid Search,Pro
U010769,2024-09-07,Netherlands,Mobile,Paid Search,Free
U010770,2024-02-17,Australia,Desktop,Paid Search,Free
U010771,2025-09-22,France,Mobile,Paid Search,Free
U010772,2025-08-24,Australia,Mobile,Email Campaign,Pro
U010773,2024-07-12,Germany,Desktop,Email Campaign,Free
U010774,2025-07-02,Germany,Desktop,Email Campaign,Free
U010775,2024-10-28,United States,Mobile,Email Campaign,Family
U010776,2024-06-01,France,Desktop,Facebook Ads,Family
U010777,2024-12-01,Germany,Mobile,Paid Search,Free
U010778,2024-09-10,France,Mobile,Email Campaign,Pro
U010779,2024-02-24,France,Mobile,Email Campaign,Free
U010780,2025-10-06,Australia,Mobile,Email Campaign,Pro
U010781,2024-10-13,United States,Desktop,Facebook Ads,Free
U010782,2024-05-09,Germany,Mobile,Referral,Free
U010783,2025-06-04,Australia,Desktop,Email Campaign,Free
U010784,2025-08-21,Canada,Desktop,Email Campaign,Pro
U010785,2025-05-15,Canada,Desktop,Organic Search,Pro
U010786,2024-08-02,United Kingdom,Desktop,Referral,Free
U010787,2024-03-24,United Kingdom,Desktop,Paid Search,Free
U010788,2025-04-26,United Kingdom,Mobile,Email Campaign,Free
U010789,2025-11-10,Canada,Tablet,Email Campaign,Family
U010790,2025-09-21,United Kingdom,Mobile,Email Campaign,Free
U010791,2024-03-07,Spain,Mobile,Paid Search,Free
U010792,2024-06-20,Spain,Mobile,Direct,Free
U010793,2025-06-04,United States,Desktop,Email Campaign,Pro
U010794,2025-02-01,Spain,Tablet,Email Campaign,Free
U010795,2025-10-22,Germany,Desktop,Referral,Pro
U010796,2025-06-05,United States,Tablet,Direct,Pro
U010797,2025-01-18,United States,Desktop,Email Campaign,Pro
U010798,2025-05-25,Canada,Mobile,Paid Search,Free
U010799,2025-06-15,Canada,Desktop,Email Campaign,Free
U010800,2025-04-20,Germany,Desktop,Email Campaign,Pro
U010801,2024-07-02,Canada,Desktop,Organic Search,Family
U010802,2024-11-25,United States,Mobile,Paid Search,Free
U010803,2025-12-30,United Kingdom,Tablet,Email Campaign,Free
U010804,2025-01-17,United States,Mobile,Referral,Family
U010805,2025-06-22,United States,Desktop,Email Campaign,Pro
U010806,2025-12-12,Germany,Desktop,Facebook Ads,Free
U010807,2025-05-09,United States,Tablet,Organic Search,Free
U010808,2025-05-21,Netherlands,Desktop,Email Campaign,Pro
U010809,2025-04-30,United States,Tablet,Referral,Pro
U010810,2024-10-01,Canada,Tablet,Referral,Free
U010811,2025-08-18,United Kingdom,Mobile,Email Campaign,Free
U010812,2025-02-14,United States,Mobile,Referral,Free
U010813,2025-10-15,United States,Desktop,Email Campaign,Family
U010814,2025-08-20,United Kingdom,Tablet,Facebook Ads,Pro
U010815,2025-10-27,United States,Mobile,Facebook Ads,Free
U010816,2024-02-07,Australia,Desktop,Email Campaign,Free
U010817,2024-07-31,United States,Tablet,Direct,Free
U010818,2024-08-12,United States,Mobile,Referral,Free
U010819,2024-07-26,France,Mobile,Email Campaign,Pro
U010820,2025-04-07,United Kingdom,Desktop,Referral,Free
U010821,2024-08-28,United Kingdom,Tablet,Email Campaign,Pro
U010822,2025-02-09,France,Desktop,Email Campaign,Pro
U010823,2024-08-11,Spain,Desktop,Email Campaign,Pro
U010824,2024-11-09,United States,Desktop,Email Campaign,Free
U010825,2025-03-11,Canada,Desktop,Organic Search,Free
U010826,2025-01-21,Germany,Mobile,Email Campaign,Pro
U010827,2025-08-08,Australia,Desktop,Organic Search,Free
U010828,2024-06-09,France,Desktop,Email Campaign,Free
U010829,2025-01-18,United States,Mobile,Referral,Pro
U010830,2024-09-17,Canada,Desktop,Email Campaign,Free
U010831,2025-07-17,Germany,Desktop,Email Campaign,Free
U010832,2024-03-27,United Kingdom,Desktop,Direct,Pro
U010833,2024-05-17,Canada,Mobile,Email Campaign,Pro
U010834,2024-03-27,United Kingdom,Mobile,Referral,Free
U010835,2024-10-29,France,Mobile,Organic Search,Pro
U010836,2025-03-31,United States,Desktop,Direct,Free
U010837,2025-06-15,United States,Mobile,Direct,Free
U010838,2024-12-26,Spain,Desktop,Email Campaign,Free
U010839,2024-08-23,Germany,Tablet,Email Campaign,Pro
U010840,2025-08-20,United States,Desktop,Email Campaign,Free
U010841,2024-02-12,Canada,Desktop,Referral,Free
U010842,2025-04-21,Netherlands,Desktop,Email Campaign,Free
U010843,2025-06-08,Canada,Mobile,Email Campaign,Free
U010844,2025-09-28,Netherlands,Mobile,Referral,Free
U010845,2024-12-10,Netherlands,Desktop,Paid Search,Free
U010846,2025-03-12,United States,Mobile,Paid Search,Free
U010847,2025-04-06,United Kingdom,Mobile,Direct,Free
U010848,2025-04-23,Germany,Desktop,Email Campaign,Free
U010849,2025-03-18,Canada,Desktop,Email Campaign,Free
U010850,2025-02-22,United Kingdom,Mobile,Email Campaign,Free
U010851,2025-01-11,Germany,Desktop,Email Campaign,Pro
U010852,2025-05-24,Germany,Mobile,Facebook Ads,Pro
U010853,2024-11-20,Germany,Mobile,Organic Search,Family
U010854,2024-10-06,Canada,Mobile,Facebook Ads,Free
U010855,2025-01-26,France,Tablet,Email Campaign,Free
U010856,2024-01-26,France,Mobile,Paid Search,Free
U010857,2024-07-02,United States,Mobile,Email Campaign,Pro
U010858,2025-03-28,Spain,Desktop,Email Campaign,Pro
U010859,2024-08-27,France,Desktop,Email Campaign,Pro
U010860,2024-09-28,Canada,Tablet,Referral,Pro
U010861,2025-10-22,France,Desktop,Email Campaign,Free
U010862,2024-03-18,United Kingdom,Tablet,Organic Search,Family
U010863,2025-01-02,United States,Desktop,Referral,Pro
U010864,2024-03-25,United States,Tablet,Email Campaign,Pro
U010865,2024-10-28,United States,Mobile,Email Campaign,Free
U010866,2025-05-28,United States,Mobile,Email Campaign,Free
U010867,2025-06-09,Germany,Mobile,Email Campaign,Free
U010868,2025-07-13,United States,Desktop,Organic Search,Free
U010869,2025-10-21,United States,Mobile,Facebook Ads,Free
U010870,2024-03-21,Australia,Desktop,Referral,Free
U010871,2024-10-10,France,Mobile,Email Campaign,Free
U010872,2024-08-21,Canada,Mobile,Organic Search,Free
U010873,2024-04-10,Spain,Tablet,Referral,Free
U010874,2024-05-01,Canada,Desktop,Email Campaign,Free
U010875,2024-03-14,United States,Desktop,Email Campaign,Free
U010876,2025-01-03,Netherlands,Desktop,Direct,Free
U010877,2024-02-09,Netherlands,Mobile,Organic Search,Free
U010878,2025-07-13,Canada,Desktop,Referral,Free
U010879,2024-07-24,Australia,Tablet,Organic Search,Free
U010880,2024-12-07,Canada,Desktop,Referral,Free
U010881,2024-07-20,United States,Mobile,Referral,Free
U010882,2025-11-22,United Kingdom,Mobile,Email Campaign,Free
U010883,2024-12-03,Canada,Desktop,Email Campaign,Free
U010884,2024-09-13,United States,Desktop,Facebook Ads,Pro
U010885,2024-11-05,Netherlands,Mobile,Organic Search,Family
U010886,2025-11-30,United Kingdom,Mobile,Email Campaign,Free
U010887,2024-10-08,Spain,Desktop,Organic Search,Pro
U010888,2024-07-14,United States,Desktop,Paid Search,Free
U010889,2025-12-23,United States,Mobile,Organic Search,Pro
U010890,2025-09-10,Spain,Desktop,Email Campaign,Free
U010891,2024-05-21,United Kingdom,Desktop,Referral,Family
U010892,2025-07-10,United States,Mobile,Email Campaign,Free
U010893,2024-09-24,Australia,Tablet,Email Campaign,Free
U010894,2024-01-09,United States,Desktop,Email Campaign,Free
U010895,2024-11-02,Spain,Mobile,Paid Search,Free
U010896,2024-10-15,Australia,Desktop,Facebook Ads,Free
U010897,2024-12-20,United Kingdom,Desktop,Organic Search,Free
U010898,2025-02-17,France,Desktop,Organic Search,Pro
U010899,2025-02-19,France,Desktop,Email Campaign,Free
U010900,2025-08-16,United States,Tablet,Paid Search,Pro
U010901,2025-11-02,Netherlands,Desktop,Organic Search,Free
U010902,2024-01-13,United States,Tablet,Referral,Free
U010903,2025-04-28,France,Desktop,Paid Search,Free
U010904,2025-10-31,Netherlands,Desktop,Referral,Free
U010905,2025-06-08,France,Desktop,Organic Search,Free
U010906,2024-06-01,France,Desktop,Email Campaign,Free
U010907,2025-02-11,Netherlands,Mobile,Email Campaign,Free
U010908,2024-08-21,United States,Mobile,Email Campaign,Family
U010909,2024-08-20,United States,Mobile,Direct,Pro
U010910,2024-08-02,Australia,Mobile,Email Campaign,Free
U010911,2025-04-30,United Kingdom,Desktop,Organic Search,Free
U010912,2024-08-27,United States,Desktop,Referral,Pro
U010913,2025-06-12,Germany,Mobile,Paid Search,Pro
U010914,2025-08-24,United States,Tablet,Referral,Free
U010915,2025-07-19,United Kingdom,Desktop,Paid Search,Free
U010916,2025-04-24,France,Desktop,Email Campaign,Pro
U010917,2025-04-17,France,Desktop,Organic Search,Free
U010918,2024-12-14,Spain,Mobile,Referral,Free
U010919,2024-03-28,United States,Mobile,Referral,Family
U010920,2024-11-16,Australia,Mobile,Paid Search,Free
U010921,2024-07-11,United Kingdom,Tablet,Facebook Ads,Pro
U010922,2025-03-15,Australia,Mobile,Direct,Free
U010923,2025-12-15,United States,Mobile,Email Campaign,Family
U010924,2025-03-03,United States,Desktop,Direct,Free
U010925,2024-08-02,United States,Desktop,Email Campaign,Family
U010926,2025-03-25,France,Mobile,Paid Search,Pro
U010927,2025-04-05,United States,Desktop,Organic Search,Free
U010928,2025-07-25,Canada,Tablet,Email Campaign,Pro
U010929,2024-01-31,United Kingdom,Mobile,Email Campaign,Free
U010930,2025-01-18,United States,Mobile,Paid Search,Free
U010931,2024-05-22,Germany,Desktop,Email Campaign,Pro
U010932,2025-08-14,United Kingdom,Tablet,Email Campaign,Free
U010933,2024-05-11,Netherlands,Desktop,Email Campaign,Pro
U010934,2024-11-08,United States,Mobile,Email Campaign,Free
U010935,2024-01-10,United States,Desktop,Organic Search,Free
U010936,2025-05-26,United Kingdom,Desktop,Organic Search,Pro
U010937,2025-11-05,Australia,Tablet,Paid Search,Pro
U010938,2024-12-29,Australia,Tablet,Email Campaign,Pro
U010939,2024-12-13,United Kingdom,Desktop,Referral,Free
U010940,2024-08-18,Australia,Desktop,Email Campaign,Pro
U010941,2025-03-05,Germany,Desktop,Paid Search,Pro
U010942,2025-03-11,Canada,Tablet,Organic Search,Free
U010943,2025-12-03,United States,Desktop,Email Campaign,Free
U010944,2025-02-17,France,Desktop,Facebook Ads,Free
U010945,2025-12-08,Germany,Desktop,Email Campaign,Free
U010946,2025-07-04,Spain,Tablet,Email Campaign,Free
U010947,2024-11-02,Netherlands,Mobile,Facebook Ads,Pro
U010948,2024-11-29,Germany,Mobile,Facebook Ads,Family
U010949,2025-08-24,France,Desktop,Referral,Free
U010950,2024-01-24,United States,Desktop,Facebook Ads,Free
U010951,2025-08-04,United Kingdom,Desktop,Direct,Free
U010952,2024-02-02,United States,Desktop,Direct,Free
U010953,2024-05-22,United Kingdom,Desktop,Paid Search,Free
U010954,2024-06-06,United Kingdom,Tablet,Email Campaign,Family
U010955,2024-12-04,Germany,Mobile,Email Campaign,Free
U010956,2025-08-04,France,Desktop,Direct,Free
U010957,2025-10-06,Netherlands,Tablet,Organic Search,Pro
U010958,2025-09-09,United Kingdom,Desktop,Email Campaign,Free
U010959,2025-09-14,Germany,Desktop,Direct,Free
U010960,2025-08-10,Canada,Mobile,Organic Search,Free
U010961,2025-02-04,Australia,Mobile,Direct,Free
U010962,2025-01-25,Germany,Mobile,Email Campaign,Free
U010963,2024-07-28,Australia,Desktop,Referral,Free
U010964,2025-02-04,France,Desktop,Paid Search,Family
U010965,2024-03-06,Germany,Desktop,Referral,Free
U010966,2025-07-01,Germany,Desktop,Referral,Pro
U010967,2025-01-30,United States,Mobile,Organic Search,Free
U010968,2024-07-11,Germany,Desktop,Direct,Free
U010969,2025-05-01,Australia,Mobile,Paid Search,Free
U010970,2024-04-21,United States,Desktop,Email Campaign,Pro
U010971,2024-12-02,United States,Desktop,Facebook Ads,Pro
U010972,2025-08-06,United States,Tablet,Email Campaign,Family
U010973,2025-04-07,United Kingdom,Mobile,Email Campaign,Pro
U010974,2025-10-16,United States,Tablet,Email Campaign,Free
U010975,2024-11-07,France,Desktop,Email Campaign,Pro
U010976,2024-04-05,United States,Desktop,Facebook Ads,Free
U010977,2024-06-24,United States,Mobile,Email Campaign,Free
U010978,2024-04-16,France,Desktop,Facebook Ads,Pro
U010979,2025-11-22,United Kingdom,Desktop,Paid Search,Free
U010980,2025-07-20,Netherlands,Mobile,Organic Search,Pro
U010981,2024-06-30,United States,Mobile,Paid Search,Family
U010982,2024-02-02,Spain,Mobile,Email Campaign,Free
U010983,2025-12-06,United States,Mobile,Direct,Pro
U010984,2025-09-09,United States,Desktop,Direct,Free
U010985,2025-05-15,United States,Desktop,Email Campaign,Free
U010986,2024-01-28,Germany,Mobile,Facebook Ads,Pro
U010987,2024-07-10,United States,Tablet,Email Campaign,Free
U010988,2024-07-22,Australia,Mobile,Email Campaign,Free
U010989,2024-03-12,Germany,Mobile,Organic Search,Family
U010990,2025-01-30,Spain,Mobile,Email Campaign,Family
U010991,2024-10-17,United States,Mobile,Direct,Free
U010992,2024-07-29,Australia,Tablet,Email Campaign,Free
U010993,2024-08-26,Spain,Mobile,Paid Search,Free
U010994,2024-10-25,United States,Mobile,Email Campaign,Free
U010995,2025-11-06,Netherlands,Desktop,Direct,Free
U010996,2025-06-20,Netherlands,Mobile,Referral,Free
U010997,2024-03-12,Spain,Mobile,Facebook Ads,Free
U010998,2025-04-10,United States,Desktop,Referral,Free
U010999,2024-02-28,France,Desktop,Email Campaign,Free
U011000,2025-01-12,Germany,Desktop,Direct,Free
